Company,Profit,Transformed MSE,Weight
GRMN,0.02123082421034344,0.41935660347572373,0.0020365998072001974
AEE,0.023731953638731967,0.4273208476565393,0.002075278053896945
HLT,0.026574962634343606,0.43637372496560956,0.0021192432330057243
WMT,-0.0020803229910457506,0.3451278705123055,0.001676108945749475
NTAP,0.06589845452006185,0.5615899124469436,0.002727353994036321
KEY,0.09898248589709117,0.6669380409291193,0.003238975788894074
BAX,0.003768029497041901,0.3637505402318091,0.0017665496953309695
KIM,0.013424128635662096,0.39449806193190873,0.0019158746284482606
ABMD,-0.010016980476068658,0.31985549657084744,0.001553373995423018
LMT,0.0067677278205564,0.3733023569615195,0.0018129379671476215
GPC,0.0019307373437942004,0.3579001259454165,0.0017381372356034856
FISV,0.005870128789183451,0.3704441690640129,0.0017990572153655864
WMB,0.07099105774502684,0.5778060806864904,0.0028061076009581183
EQR,0.016775279484346116,0.40516899456847477,0.0019676978718886962
PBCT,-0.04735411357012543,0.20096439017805767,0.0009759809071766068
O,0.012987676970930307,0.3931082867401119,0.0019091252035812
HON,0.04776635433894145,0.5038526071662268,0.0024469535333582915
NWSA,-0.04506957046162714,0.20823896739552,0.001011309795372842
TTWO,-0.02696744393906193,0.26588082878076447,0.0012912467340328413
AES,0.11158714972376253,0.7070745566141083,0.003433898247317859
DVA,0.006491255733653367,0.3724219981986808,0.001808662516440982
HBI,0.021301277490469,0.4195809449751642,0.002037689318729813
AIG,0.002826847883804608,0.36075357410073394,0.0017519949688901673
MA,0.0,0.35175215795924814,0.0017082797102622202
TGT,0.07008607592572294,0.5749243840792186,0.0027921126794375395
SLB,0.023267930905910464,0.4258432790398601,0.00206810226142125
TT,-0.001744452582465275,0.34619736892237724,0.001681302950655324
AVB,0.01571626126444731,0.40179680614852525,0.0019513208833567641
DIS,0.04499524656394757,0.4950286819743077,0.0024041002571831573
DGX,0.055356893785443395,0.5280228515885652,0.0025643360062287007
MPWR,0.006282244658712461,0.3717564527781079,0.0018054303038944584
ALL,0.017802156203411707,0.4084388361214176,0.001983577814212495
GE,0.009401922423904831,0.38169031513862606,0.0018536739752722377
CBRE,0.020527310131751096,0.41711643235824547,0.0020257204457494937
HII,0.020784969993826702,0.41793688812269886,0.002029704978335491
LDOS,0.010977403888141621,0.3867070563520606,0.0018780377127295056
ETN,0.025152871567000124,0.4318454185216774,0.002097251572556792
LEN,0.0761447503944958,0.5942167734828606,0.0028858059138214425
FITB,-0.11046593421762126,0.0,0.0
WST,0.008548124927916912,0.3789716026794321,0.0018404705841146027
GWW,0.0,0.35175215795924814,0.0017082797102622202
NFLX,0.01522178934996447,0.40022227944758837,0.0019436742152251982
ALGN,0.002339478521563788,0.3592016637665154,0.001744458136844921
KMB,0.07484564442165906,0.5900800834471539,0.002865716133287785
PVH,0.018702227589567515,0.41130489663717773,0.001997496799261121
WFC,0.025280089359160186,0.43225051293598754,0.002099218908230641
CTVA,0.0027370338866139297,0.36046758306150073,0.0017506060571846262
PEAK,0.022007951129265384,0.42183117695102246,0.002048617540606386
SPGI,0.000770527339409478,0.3542057166633273,0.0017201953857094799
NEM,0.019191981804211604,0.41286440095939997,0.0020050705114088288
EL,0.006223761811118363,0.3715702282375695,0.001804525906872418
GS,0.02112234944919194,0.41901119172875034,0.002034922319612163
GD,0.000538961310514831,0.3534683504250327,0.0017166143763100807
CAH,0.004194317080414456,0.3651079503548894,0.001773141939669187
CNP,0.02058108876898142,0.41728767747405293,0.002026552095393131
PM,0.0051861094597395515,0.36826607427921043,0.0017884793268048086
MCO,0.010696517942578554,0.38581264271955024,0.0018736940047338992
RE,0.011115373282013787,0.3871463866521263,0.0018801713145304435
CLX,0.007168261766062537,0.37457776082847233,0.0018191319491858437
XYL,0.0027447391617781715,0.36049211865417813,0.0017507252139664729
MAR,0.004574129949773126,0.36631737294624156,0.0017790154845137335
CMI,0.003483808203694271,0.36284550598771315,0.0017621544084754424
ETSY,0.013335521962668653,0.3942159153257556,0.0019145043871812077
AMCR,0.020805867269620533,0.4180034304636297,0.0020300281403355337
TAP,0.005295917218613485,0.36861573063633213,0.0017901774282859783
BF-B,0.0,0.35175215795924814,0.0017082797102622202
NLOK,0.03436877302630843,0.4611912367489076,0.002239769151267506
KR,0.037130175120916875,0.4699842565395895,0.0022824723357696354
FB,0.0,0.35175215795924814,0.0017082797102622202
MTD,0.01335334321249039,0.394272662802946,0.0019147799805548354
IBM,0.0005598783103272553,0.35353495557234954,0.001716937843328508
PLD,0.0,0.35175215795924814,0.0017082797102622202
BSX,-0.043201279158105635,0.21418809100873756,0.0010402016356426003
USB,0.08791387880597676,0.631692727905899,0.003067807391609121
EOG,0.012968285863413639,0.39304654042924675,0.0019088253334378401
FBHS,-0.035929807669852376,0.23734234037663204,0.0011526499419472584
LKQ,0.0,0.35175215795924814,0.0017082797102622202
ITW,0.016275369925804577,0.4035771529998784,0.001959967114330984
LIN,0.0,0.35175215795924814,0.0017082797102622202
TWTR,0.08072157967527692,0.6087905838392214,0.002956583431370787
NRG,0.04337227794698316,0.489860729361942,0.0023790021635637184
NSC,0.0,0.35175215795924814,0.0017082797102622202
EMN,-0.02064018490754673,0.2860284610265395,0.0013890934439861312
ROK,-0.007680100482812711,0.3272967279906642,0.0015895122375523282
SBAC,0.003903867702084314,0.36418308427441726,0.001768650339762177
PTC,0.049073272743467386,0.5080141740087523,0.0024671641277757674
NKE,0.0,0.35175215795924814,0.0017082797102622202
FANG,-0.04611239034835672,0.20491835866561678,0.000995183302924513
FIS,0.023974378983573595,0.4280927927706237,0.0020790269951500052
VTR,0.01261905644525874,0.39193450347116665,0.0019034247406353078
MAS,0.003882861881054263,0.3641161962973286,0.001768325499184698
RF,0.04961149481593382,0.5097280125490429,0.00247548736201555
POOL,0.07804643452004033,0.6002722284939896,0.0029152141511210577
MMC,0.0,0.35175215795924814,0.0017082797102622202
FOXA,0.05616842986726658,0.530606992754481,0.0025768858536775363
VNO,-0.00407113124829866,0.33878862117239367,0.0016453224650396136
CINF,0.001895747033446515,0.3577887077307458,0.0017375961345152083
VMC,0.008189140104540344,0.3778285019833517,0.0018349191306786668
SRE,0.0,0.35175215795924814,0.0017082797102622202
MKTX,0.010774071643502312,0.38605959379863963,0.001874893319388522
CZR,0.09317822387885251,0.6484557666901289,0.003149216868109778
FFIV,0.005452470921969507,0.36911423819327277,0.0017925984236534971
RCL,0.14339940626717002,0.8083730244897531,0.0039258529189155275
IVZ,0.08852618996160906,0.6336424852846025,0.0030772763625723618
LHX,0.0029794859001947335,0.3612396130957609,0.0017543554108513989
ORLY,0.007100629889457673,0.3743624034089105,0.0018180860687215241
PXD,0.01419405526813427,0.39694970782944716,0.001927781014375814
GOOGL,0.0,0.35175215795924814,0.0017082797102622202
ANET,-0.014265936880049273,0.30632571841108847,0.0014876668064500852
BRO,0.0,0.35175215795924814,0.0017082797102622202
AAL,0.10404340786734859,0.6830533278445805,0.003317239466997581
PAYX,0.045435328045098554,0.4964300154421242,0.0024109058146650807
DRI,0.009775748299939581,0.3828806735919134,0.0018594549353820133
ALK,-0.009270340390859637,0.3222329920680001,0.0015649202709102496
ILMN,0.0,0.35175215795924814,0.0017082797102622202
XLNX,0.0,0.35175215795924814,0.0017082797102622202
MAA,0.0,0.35175215795924814,0.0017082797102622202
COP,0.0,0.35175215795924814,0.0017082797102622202
ATO,-0.014991161038517673,0.30401641677387164,0.0014764517135431362
DHR,0.00990129394745205,0.38328044346438744,0.0018613964124887456
CNC,0.016567490091725718,0.4045073393009669,0.0019644845518191636
MCK,0.03401229715836565,0.4600561252170371,0.0022342564971020587
TSLA,-0.0009252342434126648,0.34880597238590166,0.0016939715989294727
TXT,-0.010434027851486533,0.31852750966417376,0.0015469246445467474
MTB,-0.0011243544815694214,0.34817192195251634,0.0016908923413723363
VTRS,-0.003457399774497982,0.3407429012121714,0.0016548134002466394
ROL,0.0516610992386317,0.5162544841147159,0.002507183084992562
RMD,0.006283090034130611,0.371759144672489,0.0018054433770439738
WRB,0.029544250009270596,0.4458287053550762,0.0021651612204147005
DISCA,0.007378015423384568,0.3752456708237612,0.0018223756452582513
AKAM,-0.014881065287074658,0.3043669901739565,0.001478154268631347
NTRS,-0.0027651137598712463,0.34294731926462035,0.0016655191274091452
FE,0.02558171344439969,0.43321096217879634,0.0021038833172956654
ABC,0.005696311197740352,0.36989068881406595,0.0017963692458403935
JPM,0.02169301596007748,0.4208283417678168,0.0020437472847815285
ABT,0.0006163117306944682,0.35371465420555964,0.0017178105473677828
OMC,0.008218076901979185,0.37792064424436306,0.0018353666183525354
CVS,0.0,0.35175215795924814,0.0017082797102622202
AOS,0.05972267200746113,0.5419246206872713,0.002631849764284511
HST,0.022116686927513524,0.4221774199077502,0.002050299064953616
MRNA,0.0004893920458585024,0.35331050904221356,0.0017158478217187058
JBHT,0.03653496319231929,0.46808894753043534,0.002273267792594124
COF,0.03441750686385057,0.4613464179153232,0.002240522786553045
TSCO,0.00875274717843975,0.3796231729458464,0.0018436349265094963
PH,0.02665048197829516,0.4366141981249665,0.002120411087728707
JNPR,0.008959559898408293,0.38028171823456,0.0018468331430080813
DHI,0.0019341657181949589,0.3579110427778527,0.0017381902530560558
MOS,-0.0005125717286482215,0.35011999676007044,0.0017003531409510077
FTNT,0.0,0.35175215795924814,0.0017082797102622202
HSY,0.0,0.35175215795924814,0.0017082797102622202
EXPE,0.010916567442442106,0.3865133373453013,0.0018770969189312273
IP,0.06278102322462582,0.5516632034282243,0.002679145062768528
PCAR,0.007987939860235015,0.377187828271428,0.0018318077072567685
KO,0.011609250561291003,0.3887190198804894,0.0018878087870374581
ED,-0.020231231823815102,0.28733067361112963,0.0013954176222075515
ES,0.008982451113753905,0.38035460979568386,0.0018471871399121506
GL,0.0,0.35175215795924814,0.0017082797102622202
ADSK,0.013042322053464594,0.39328229084227634,0.0019099702522056476
PYPL,0.02614495775623424,0.43500447801287934,0.0021125935032606166
UPS,0.02633829215639415,0.43562010483888375,0.0021155832868117903
NEE,0.0,0.35175215795924814,0.0017082797102622202
WDC,-0.0012175636790225514,0.34787511971589924,0.0016894509252294615
LUMN,0.0131442154393523,0.393606745785075,0.0019115459633509406
EMR,0.017602174830736828,0.4078020436125935,0.0019804852398021986
LEG,0.033034668347682775,0.4569431017652698,0.0022191381398158454
APTV,0.05245166905612307,0.5187718632623198,0.002519408703581055
BBWI,0.02935277015011355,0.4452189838681648,0.002162200116064852
PWR,0.06948269415162969,0.5730030601650745,0.0027827817952194695
DXCM,0.006787711680236249,0.3733659907488633,0.001813247003795576
EXR,-0.012821925153675955,0.3109238259133491,0.0015099974548170708
WELL,0.02995049648949839,0.4471222994127878,0.0021714435428741427
TXN,0.011840702911616442,0.3894560241367638,0.001891388038475956
GM,0.05359677914710714,0.5224181905075233,0.0025371170436978454
VRSK,0.004631573932097177,0.3665002894705743,0.0017799038161987533
EXPD,0.005697138971054577,0.36989332465878716,0.0017963820467854761
HOLX,0.0005453064902817365,0.3534885551215435,0.0017167125001518835
CCI,0.003572856644560979,0.3631290592972435,0.0017635314813788715
MMM,0.037121466430145085,0.46995652581161734,0.0022823376618554213
SJM,0.011961243160278561,0.389839855522323,0.0018932521105314531
RL,-0.006321121763675519,0.3316240683645344,0.0016105279089357499
OXY,-0.006806952189236925,0.33007705840346513,0.0016030148754879938
TMO,0.0,0.35175215795924814,0.0017082797102622202
ODFL,0.0,0.35175215795924814,0.0017082797102622202
MNST,0.0,0.35175215795924814,0.0017082797102622202
MCD,-0.005951498266996653,0.332801045353052,0.0016162438821385725
CAT,0.046627872557448734,0.5002273861759401,0.0024293476954897974
INTC,0.01713077270246453,0.4063009770886849,0.001973195330050333
AMZN,0.015826078737006755,0.4021464934365385,0.0019530191350534002
PNR,-0.0035390300329480318,0.34048296931762,0.0016535510444331363
GLW,0.006015144471214083,0.370905936571376,0.001801299783167482
BDX,0.008160233268088148,0.3777364551258852,0.0018344721063308542
KMI,0.005869901807934093,0.3704434462969006,0.0017990537052566496
ECL,0.012506659216103468,0.3915766015696979,0.0019016865947768986
ORCL,0.0,0.35175215795924814,0.0017082797102622202
PENN,-0.0015608225215672515,0.3467820946176293,0.0016841426632730467
SBUX,-0.00756630816411418,0.3276590722187277,0.001591271957511184
ETR,0.01093901213975693,0.3865848070773155,0.0018774440107410006
EBAY,0.007998897040170035,0.3772227187715137,0.0018319771525097078
IR,0.0025528771494343645,0.3598811802924983,0.0017477581998803806
AMT,-0.005117085243358394,0.3354580326294719,0.0016291475057611427
INTU,0.017365170566108125,0.4070473606225917,0.0019768201318268006
DPZ,0.002766978105407511,0.3605629332131438,0.0017510691239369877
DRE,0.015653938906362675,0.40159835561170915,0.0019503571109452445
PAYC,0.009436921006096458,0.3818017596929913,0.0018542152042788937
CMA,0.0514576279069894,0.5156065786722378,0.002504036540766721
PG,0.001928365907719149,0.35789257467847824,0.001738100562975314
IPGP,0.05748683528668769,0.5348051372288937,0.0025972740868812666
FRT,0.08190000428517039,0.6125429931449329,0.0029748069576136273
SO,0.008315219416982588,0.37822997118324286,0.0018368688605465608
FRC,0.005713075849394058,0.3699440718089086,0.0017966284996499275
ZBH,0.04946297772529372,0.5092550956493989,0.002473190647337269
CME,0.03535707228043938,0.4643382376574884,0.002255052519624064
DFS,0.028214396735122126,0.4415941079448976,0.0021445959540097818
SEE,0.009718552089656262,0.3826985460379599,0.001858570435321222
HRL,-0.006868592891069456,0.32988077843678326,0.001602061644421669
AMP,0.0,0.35175215795924814,0.0017082797102622202
CVX,0.03734669228406791,0.4706737032899655,0.002285820624808732
XOM,0.07496996183069662,0.5904759422900685,0.0028676386165311066
ICE,0.011512795313934562,0.38841188137987903,0.00188631717296499
PNW,0.05122966787306604,0.5148806948563001,0.002500511295599873
CTXS,-0.004616731460777579,0.33705128872251455,0.00163688513293815
CMCSA,0.04056441890164793,0.48091977860244073,0.002335580554264937
BKR,0.024547902992320597,0.4299190418233024,0.0020878961495588264
UHS,0.0,0.35175215795924814,0.0017082797102622202
BEN,0.00921858640882615,0.38110652576145454,0.001850838809870909
DISCK,-0.002743775612096375,0.34301526545617544,0.001665849107191207
NVDA,0.0673961745370604,0.5663590410631931,0.00275051520418507
BIIB,0.010895850637496613,0.38644736967031434,0.0018767765477887524
CHRW,0.012468242400014868,0.39145427247288817,0.0019010925051335906
ROP,0.0002607421875,0.3525824286465304,0.00171231190889133
IDXX,0.020283386388995638,0.4163397159569457,0.0020219483328030763
EXC,0.019752357101777984,0.41464878110864767,0.002013736330041014
FDX,0.00974602787414994,0.3827860360551831,0.0018589953294345658
ZTS,0.0027948798584734092,0.3606517796246759,0.0017515006053613813
DG,0.00573652982849013,0.3700187553556346,0.0017969911993084107
HIG,0.04962242458531491,0.5097628157668225,0.0024756563833831222
TYL,0.019919247602915156,0.4151802037081457,0.0020163171768780713
HES,0.007031677038664511,0.37414283966524853,0.001817019760299756
HD,0.023949949388495227,0.42801500260981307,0.002078649208261243
ALB,0.0,0.35175215795924814,0.0017082797102622202
AON,0.0013333392399613746,0.35599785558784197,0.0017288988847312947
VLO,0.0815690671889449,0.611489203679696,0.002969689242990933
CAG,0.032918971493191576,0.4565746930017482,0.002217348967520619
SCHW,0.0,0.35175215795924814,0.0017082797102622202
HSIC,0.005729873481738614,0.3699975598228167,0.001796888263483166
INCY,0.05615233437990844,0.5305557405521462,0.0025766369480336795
AZO,0.051139432213261136,0.514593361134044,0.0024991158631719615
HPE,-0.03204992574178528,0.24969688977225002,0.001212649647945968
AXP,0.030100190861904137,0.44759896508262537,0.002173758463405366
CMS,0.02010007137012309,0.41575599343713493,0.0020191134920936374
AVY,0.018540227790059125,0.4107890472989213,0.001994991583761639
MLM,0.012126894284767844,0.3903673316254327,0.001895813791260914
AMD,0.007141189176740358,0.37449155468914924,0.0018187132902085683
SPG,0.02067069283218181,0.41757300002906395,0.002027937760613874
AAP,-0.006993850403251056,0.329481926061863,0.0016001246231296912
ATVI,0.03225527815329998,0.45446132143445456,0.0022070854064110065
EA,0.0072744475851017985,0.3749158839906605,0.0018207740398581138
EVRG,0.0008371077390449122,0.3544177259077647,0.0017212250058055204
DE,0.0,0.35175215795924814,0.0017082797102622202
NDAQ,0.01693026194304046,0.4056624988752791,0.001970094569037996
URI,0.01574087230253285,0.40187517407088535,0.001951701476136862
WHR,0.0034091338284064554,0.36260772342752584,0.0017609996206117977
RTX,-0.021286983564054847,0.2839688865088093,0.0013790911475373366
PNC,0.07019963181199104,0.5752859754451604,0.0027938687431314424
NXPI,0.20357886044265533,1.0,0.004856486795057931
KLAC,0.0,0.35175215795924814,0.0017082797102622202
WRK,0.04795988087142268,0.5044688457913267,0.002449946288103694
MTCH,0.008318045101794205,0.37823896889586117,0.0018369125578190772
KMX,0.025224439177704738,0.4320733083384216,0.0020983583164425382
UDR,0.023480609473458026,0.4265205027071959,0.0020713911892189674
CTLT,0.010198656782381282,0.3842273237820533,0.0018659949242479902
MSFT,0.019484462237832834,0.4137957344461964,0.002009593520189251
ANSS,0.0021698953533781694,0.358661667017424,0.0017418356497635845
CTAS,0.0,0.35175215795924814,0.0017082797102622202
BIO,-0.013613780191711547,0.308402354290512,0.0014977519611766492
WEC,-0.0103384797908067,0.3188317594473399,0.0015484022296010929
DD,0.03900583344095142,0.475956838642291,0.0023114781018838044
ACN,0.003043521196476929,0.3614435180716465,0.0017553456726742338
VRSN,0.01912374214130561,0.4126471081907686,0.002004015231947309
EW,0.0,0.35175215795924814,0.0017082797102622202
AME,0.01281846284016529,0.3925694651017909,0.0019065084234098028
IT,0.0,0.35175215795924814,0.0017082797102622202
HPQ,0.0020960072125892617,0.3584263880316066,0.0017406930204758074
AMAT,0.019890858468488815,0.415089805348074,0.0020158781584360885
CCL,0.03799396848579212,0.472734798435403,0.0022958303061659073
CMG,0.004201452165986877,0.36513067031616164,0.00177325227886109
AWK,0.0,0.35175215795924814,0.0017082797102622202
COO,0.00930896218031363,0.3813943056356131,0.0018522364090296436
SHW,0.0061009935022815825,0.37117930213108974,0.0018026273793984556
WU,0.0066672112433348776,0.37298228613426615,0.0018113835474015824
APH,0.0254892885100801,0.43291665723921097,0.0021024540292428487
CBOE,0.021674092907792118,0.42076808586608844,0.0020434546527904602
CFG,0.04792058389680195,0.5043437140416881,0.0024493385874139314
HUM,0.014028484468774333,0.3964224875023628,0.0019252205758192426
LH,0.11091525633999991,0.7049350739823729,0.0034235078781685796
SYY,0.0016738787249141606,0.35708222154691216,0.0017341650936925296
FCX,0.025597471872589806,0.43326114109740305,0.002104127010551269
MSI,0.032969855576413264,0.456736721107569,0.002218135854876966
ADM,0.0006108421289260965,0.3536972375762718,0.0017177259637376318
PKI,0.00193113695010012,0.35790139839543866,0.0017381434152402156
PSX,0.05259322330938465,0.5192226086835733,0.002521597742767305
GPN,-0.009261018755287188,0.32226267457104085,0.0015650644235943112
LNT,0.0,0.35175215795924814,0.0017082797102622202
BAC,0.08487020551763322,0.6220008834935881,0.003020739077200977
LNC,0.045895132451774526,0.49789415181532326,0.0024180163736276863
BBY,0.05483099843457728,0.5263482645238917,0.002556203396261939
WLTW,0.010019751910989545,0.383657644314558,0.0018632282834366834
CHTR,0.009891617539909551,0.3832496312754672,0.0018612467735001274
MSCI,0.0,0.35175215795924814,0.0017082797102622202
EIX,0.03661845271897407,0.46835479981671535,0.0022745589007118787
WBA,0.023120312985054358,0.4253732253297968,0.00206581945178536
LVS,-0.01110408690096899,0.3163938680280903,0.0015365626421157221
C,0.0761696937751368,0.5942961996700324,0.002886191646050624
CF,0.015400935223195123,0.40079272632738605,0.0019464445829642176
T,0.01782809711002803,0.40852143868976903,0.0019839789724949313
HCA,-0.016939618260576068,0.297812024103819,0.0014463201624696713
DTE,0.010725676678446866,0.38590549169002863,0.0018741449245329622
AJG,0.009222308095389278,0.3811183765758174,0.001850896363194373
DISH,0.11246150874045953,0.7098587422830441,0.003447419608254035
MGM,0.029793490796385425,0.4466223526033436,0.0021690155577958454
MDT,0.02771258967228073,0.43999622423093815,0.0021368358528528995
TER,0.07745849780168926,0.5984000856393784,0.002906122114069176
FOX,0.07364080886402866,0.5862435748403682,0.002847084179899804
MO,0.011935941519696036,0.38975928854266684,0.0018928608380586354
FLT,0.01802726426032658,0.4091556385035695,0.0019870589555160815
QRVO,0.006828763077027769,0.37349670903329124,0.0018138818354177732
V,0.00961260794819158,0.38236119243979155,0.0018569320820264522
A,0.0022679715943567922,0.3589739671817516,0.001743352331387736
ENPH,0.03422131223628609,0.46072168338413405,0.002237488771551908
SWKS,0.008323934052145831,0.3782577208396977,0.0018370036263867012
CTRA,0.035547913762265584,0.46494592638556503,0.0022580037519074735
MCHP,0.03947270647364415,0.47744348335231646,0.002318697972286986
CDNS,-3.961490608751783e-05,0.3516260138334384,0.001707667092980951
ISRG,0.008104138595733373,0.37755783515412145,0.0018336046407966499
TROW,0.0054463314069666206,0.3690946883866615,0.0017925034802758434
UAL,0.124811362419221,0.7491838764318879,0.0036384016029617763
NVR,0.023001475915111508,0.4249948173065994,0.002063981718217558
CSCO,0.01434614644729551,0.3974340055530435,0.0019301329998753362
MRO,0.020874497904162508,0.4182219681872567,0.0020310894659045504
CE,0.013222646431879934,0.39385649038795073,0.0019127588447169436
BA,0.004441297069833544,0.3658943986374864,0.0017769613153686154
VRTX,0.0,0.35175215795924814,0.0017082797102622202
DVN,0.05816858087078073,0.5369759918193369,0.002607816813533745
