Date,Open,High,Low,Close,Adj Close,Volume
1992-06-26,0.328125,0.347656,0.320313,0.335938,0.276218,224358400
1992-06-29,0.339844,0.367188,0.332031,0.359375,0.295489,58732800
1992-06-30,0.367188,0.371094,0.343750,0.347656,0.285853,34777600
1992-07-01,0.351563,0.359375,0.339844,0.355469,0.292277,18316800
1992-07-02,0.359375,0.359375,0.347656,0.355469,0.292277,13996800
1992-07-06,0.351563,0.355469,0.347656,0.355469,0.292277,5753600
1992-07-07,0.355469,0.355469,0.347656,0.355469,0.292277,10662400
1992-07-08,0.355469,0.355469,0.343750,0.347656,0.285853,15500800
1992-07-09,0.351563,0.359375,0.347656,0.359375,0.295489,3923200
1992-07-10,0.359375,0.367188,0.351563,0.363281,0.298701,11040000
1992-07-13,0.363281,0.371094,0.359375,0.371094,0.305125,5996800
1992-07-14,0.371094,0.382813,0.367188,0.371094,0.305125,17062400
1992-07-15,0.375000,0.382813,0.371094,0.382813,0.314760,4992000
1992-07-16,0.382813,0.414063,0.378906,0.408203,0.335637,17062400
1992-07-17,0.410156,0.437500,0.398438,0.429688,0.353302,15667200
1992-07-20,0.427734,0.437500,0.417969,0.433594,0.356514,19744000
1992-07-21,0.437500,0.445313,0.429688,0.437500,0.359726,7782400
1992-07-22,0.433594,0.437500,0.421875,0.433594,0.356514,10892800
1992-07-23,0.433594,0.441406,0.425781,0.441406,0.362937,10387200
1992-07-24,0.433594,0.449219,0.429688,0.445313,0.366150,7052800
1992-07-27,0.449219,0.464844,0.445313,0.455078,0.374179,11430400
1992-07-28,0.460938,0.464844,0.429688,0.437500,0.359726,18009600
1992-07-29,0.437500,0.437500,0.406250,0.416016,0.342061,30848000
1992-07-30,0.410156,0.417969,0.402344,0.414063,0.340455,11737600
1992-07-31,0.414063,0.417969,0.406250,0.416016,0.342061,6886400
1992-08-03,0.410156,0.425781,0.410156,0.419922,0.345273,4832000
1992-08-04,0.421875,0.429688,0.412109,0.427734,0.351696,6822400
1992-08-05,0.425781,0.425781,0.402344,0.410156,0.337243,9516800
1992-08-06,0.406250,0.410156,0.398438,0.410156,0.337243,3673600
1992-08-07,0.410156,0.425781,0.398438,0.425781,0.350090,8825600
1992-08-10,0.417969,0.433594,0.414063,0.425781,0.350090,5888000
1992-08-11,0.433594,0.433594,0.421875,0.429688,0.353302,4147200
1992-08-12,0.421875,0.425781,0.402344,0.410156,0.337243,12736000
1992-08-13,0.410156,0.416016,0.402344,0.410156,0.337243,48320000
1992-08-14,0.406250,0.414063,0.382813,0.386719,0.317972,17849600
1992-08-17,0.390625,0.394531,0.382813,0.394531,0.324395,2681600
1992-08-18,0.382813,0.390625,0.382813,0.390625,0.321184,2860800
1992-08-19,0.382813,0.390625,0.382813,0.390625,0.321184,2380800
1992-08-20,0.390625,0.400391,0.378906,0.386719,0.317972,2489600
1992-08-21,0.386719,0.386719,0.378906,0.378906,0.311548,2048000
1992-08-24,0.382813,0.386719,0.375000,0.382813,0.314760,6905600
1992-08-25,0.375000,0.382813,0.375000,0.378906,0.311548,4128000
1992-08-26,0.375000,0.382813,0.359375,0.375000,0.308336,19385600
1992-08-27,0.378906,0.386719,0.375000,0.382813,0.314760,6169600
1992-08-28,0.382813,0.390625,0.378906,0.390625,0.321184,3417600
1992-08-31,0.390625,0.394531,0.382813,0.388672,0.319578,4441600
1992-09-01,0.390625,0.402344,0.386719,0.394531,0.324395,2387200
1992-09-02,0.402344,0.433594,0.394531,0.431641,0.354908,11692800
1992-09-03,0.429688,0.453125,0.429688,0.445313,0.366150,16480000
1992-09-04,0.445313,0.453125,0.441406,0.449219,0.369361,4249600
1992-09-08,0.453125,0.496094,0.445313,0.486328,0.399873,17139200
1992-09-09,0.464844,0.488281,0.453125,0.480469,0.395056,25299200
1992-09-10,0.472656,0.480469,0.464844,0.476563,0.391844,8889600
1992-09-11,0.472656,0.500000,0.472656,0.488281,0.401479,13036800
1992-09-14,0.496094,0.515625,0.492188,0.511719,0.420751,13068800
1992-09-15,0.503906,0.513672,0.480469,0.480469,0.395056,18099200
1992-09-16,0.460938,0.476563,0.457031,0.464844,0.382209,14963200
1992-09-17,0.468750,0.472656,0.437500,0.445313,0.366150,13459200
1992-09-18,0.437500,0.445313,0.417969,0.425781,0.350090,17260800
1992-09-21,0.429688,0.468750,0.417969,0.460938,0.378997,24012800
1992-09-22,0.460938,0.484375,0.453125,0.480469,0.395056,19206400
1992-09-23,0.480469,0.480469,0.457031,0.476563,0.391844,26912000
1992-09-24,0.480469,0.484375,0.468750,0.480469,0.395056,5459200
1992-09-25,0.476563,0.488281,0.472656,0.476563,0.391844,12102400
1992-09-28,0.480469,0.503906,0.476563,0.501953,0.412721,7532800
1992-09-29,0.496094,0.503906,0.480469,0.482422,0.396662,9593600
1992-09-30,0.480469,0.488281,0.472656,0.472656,0.388632,11123200
1992-10-01,0.480469,0.480469,0.457031,0.460938,0.378997,4556800
1992-10-02,0.457031,0.460938,0.437500,0.449219,0.369361,5926400
1992-10-05,0.425781,0.453125,0.421875,0.453125,0.372573,12755200
1992-10-06,0.460938,0.460938,0.445313,0.457031,0.375785,6022400
1992-10-07,0.457031,0.457031,0.445313,0.445313,0.366150,3692800
1992-10-08,0.449219,0.457031,0.445313,0.457031,0.375785,2470400
1992-10-09,0.457031,0.457031,0.445313,0.447266,0.367756,2432000
1992-10-12,0.445313,0.464844,0.445313,0.464844,0.382209,4134400
1992-10-13,0.464844,0.472656,0.457031,0.472656,0.388632,4390400
1992-10-14,0.472656,0.476563,0.460938,0.464844,0.382209,4742400
1992-10-15,0.460938,0.472656,0.453125,0.468750,0.385420,2950400
1992-10-16,0.468750,0.488281,0.460938,0.484375,0.398268,8774400
1992-10-19,0.488281,0.507813,0.480469,0.507813,0.417539,14745600
1992-10-20,0.511719,0.515625,0.500000,0.500000,0.411115,8032000
1992-10-21,0.503906,0.503906,0.492188,0.492188,0.404692,3366400
1992-10-22,0.500000,0.503906,0.492188,0.503906,0.414327,5772800
1992-10-23,0.503906,0.507813,0.496094,0.500000,0.411115,5785600
1992-10-26,0.507813,0.507813,0.492188,0.496094,0.407903,7436800
1992-10-27,0.496094,0.496094,0.453125,0.460938,0.378997,19462400
1992-10-28,0.457031,0.464844,0.437500,0.441406,0.362937,22240000
1992-10-29,0.453125,0.468750,0.445313,0.468750,0.385420,21280000
1992-10-30,0.468750,0.468750,0.457031,0.460938,0.378997,5120000
1992-11-02,0.464844,0.468750,0.445313,0.445313,0.366150,18604800
1992-11-03,0.449219,0.457031,0.441406,0.457031,0.375785,5952000
1992-11-04,0.457031,0.460938,0.449219,0.455078,0.374179,3699200
1992-11-05,0.449219,0.464844,0.449219,0.464844,0.382209,17504000
1992-11-06,0.468750,0.500000,0.460938,0.496094,0.407903,25056000
1992-11-09,0.500000,0.507813,0.488281,0.500000,0.411115,13024000
1992-11-10,0.503906,0.503906,0.484375,0.488281,0.401479,4870400
1992-11-11,0.492188,0.500000,0.484375,0.496094,0.407903,4230400
1992-11-12,0.500000,0.503906,0.480469,0.480469,0.395056,12524800
1992-11-13,0.488281,0.503906,0.480469,0.500000,0.411115,11520000
1992-11-16,0.503906,0.507813,0.496094,0.503906,0.414327,12582400
1992-11-17,0.507813,0.507813,0.500000,0.507813,0.417539,8256000
1992-11-18,0.500000,0.535156,0.500000,0.531250,0.436810,25280000
1992-11-19,0.531250,0.562500,0.531250,0.562500,0.462504,19276800
1992-11-20,0.562500,0.585938,0.554688,0.556641,0.457687,46131200
1992-11-23,0.562500,0.566406,0.539063,0.558594,0.459293,16620800
1992-11-24,0.562500,0.574219,0.554688,0.562500,0.462504,6067200
1992-11-25,0.566406,0.582031,0.558594,0.576172,0.473746,8051200
1992-11-27,0.582031,0.582031,0.570313,0.572266,0.470534,2464000
1992-11-30,0.582031,0.593750,0.566406,0.589844,0.484987,9465600
1992-12-01,0.593750,0.593750,0.570313,0.578125,0.475352,9171200
1992-12-02,0.574219,0.574219,0.527344,0.558594,0.459293,44780800
1992-12-03,0.558594,0.558594,0.527344,0.550781,0.452869,28006400
1992-12-04,0.541016,0.554688,0.527344,0.550781,0.452869,24364800
1992-12-07,0.554688,0.554688,0.535156,0.537109,0.441627,34515200
1992-12-08,0.539063,0.542969,0.527344,0.535156,0.440021,16448000
1992-12-09,0.527344,0.537109,0.515625,0.527344,0.433598,7718400
1992-12-10,0.519531,0.550781,0.519531,0.546875,0.449657,14259200
1992-12-11,0.550781,0.550781,0.542969,0.542969,0.446445,5734400
1992-12-14,0.546875,0.546875,0.531250,0.535156,0.440021,7123200
1992-12-15,0.535156,0.550781,0.527344,0.550781,0.452869,6867200
1992-12-16,0.548828,0.574219,0.542969,0.562500,0.462504,17529600
1992-12-17,0.570313,0.582031,0.562500,0.578125,0.475352,14988800
1992-12-18,0.578125,0.582031,0.574219,0.574219,0.472140,4473600
1992-12-21,0.574219,0.582031,0.558594,0.582031,0.478563,3046400
1992-12-22,0.582031,0.582031,0.566406,0.570313,0.468929,4441600
1992-12-23,0.566406,0.570313,0.550781,0.554688,0.456081,7808000
1992-12-24,0.554688,0.554688,0.542969,0.546875,0.449657,5420800
1992-12-28,0.546875,0.546875,0.531250,0.544922,0.448051,3699200
1992-12-29,0.539063,0.562500,0.539063,0.562500,0.462504,13766400
1992-12-30,0.562500,0.566406,0.554688,0.562500,0.462504,8992000
1992-12-31,0.566406,0.582031,0.558594,0.578125,0.475352,5836800
1993-01-04,0.582031,0.585938,0.574219,0.582031,0.478563,13376000
