Datetime,OPEN,HIGH,LOW,Adj Close,Volume,Price_Moving_Avg,Vol_Moving_Avg,ADX,RSI,Price Lower than MAVG,Volume Higher than MAVG
1992-03-31 20:00:00,12.148147583007812,12.148147583007812,12.037036895751951,12.11111068725586,149175,12.700000127156576,156600.2,,,True,True
1992-04-01 20:00:00,12.11111068725586,12.185185432434082,11.88888931274414,11.88888931274414,298688,12.661728541056315,166556.46666666667,,,True,False
1992-04-02 20:00:00,11.962963104248049,12.11111068725586,11.962963104248049,11.962963104248049,115088,12.625926081339518,170392.73333333334,,,True,True
1992-04-03 20:00:00,11.962963104248049,11.962963104248049,11.777777671813965,11.851852416992188,73575,12.586419932047527,162618.96666666667,,,True,True
1992-04-05 20:00:00,11.851852416992188,12.037036895751951,11.851852416992188,12.037036895751951,133313,12.55802485148112,162112.73333333334,,,True,True
1992-04-06 20:00:00,12.0,12.037036895751951,11.962963104248049,12.0,88088,12.530864365895589,156060.23333333334,,,True,True
1992-04-07 20:00:00,11.962963104248049,11.962963104248049,11.777777671813965,11.814814567565918,150188,12.504938411712647,150660.23333333334,,,True,True
1992-04-08 20:00:00,11.814814567565918,12.148147583007812,11.814814567565918,12.148147583007812,141413,12.485185305277506,148939.0,,,True,True
1992-04-09 20:00:00,12.29629611968994,12.29629611968994,12.259259223937988,12.29629611968994,91463,12.472839609781902,148837.76666666666,,,True,True
1992-04-12 20:00:00,12.29629611968994,12.481480598449709,12.222222328186035,12.481480598449709,125888,12.46296304066976,149265.26666666666,,,False,True
1992-04-13 20:00:00,12.481480598449709,12.740740776062012,12.481480598449709,12.70370388031006,136350,12.460493914286296,148590.26666666666,,,False,True
1992-04-14 20:00:00,12.666666984558104,12.740740776062012,12.629630088806152,12.666666984558104,228825,12.456790224711101,153562.76666666666,,,False,False
1992-04-15 20:00:00,12.629630088806152,13.0,12.629630088806152,13.0,351675,12.464197635650635,158377.76666666666,,,False,False
1992-04-19 20:00:00,12.925926208496094,12.925926208496094,12.740740776062012,12.777777671813965,166725,12.466666762034098,157117.76666666666,,,False,False
1992-04-20 20:00:00,12.740740776062012,12.851852416992188,12.70370388031006,12.740740776062012,306788,12.472839577992756,163260.26666666666,,63.49208619861645,False,False
1992-04-21 20:00:00,12.740740776062012,12.777777671813965,12.70370388031006,12.70370388031006,86738,12.472839577992756,157725.26666666666,,62.424995314597986,False,True
